Date : 2024-09-25 13:20:08
Directory : c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app
Total : 2238 files,  -686215 codes, -44464 comments, -103319 blanks, all -833998 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\build_env.py                                 | Python     |       -252 |        -15 |        -45 |       -312 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cache.py                                     | Python     |       -221 |        -19 |        -51 |       -291 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\__init__.py                              | Python     |         -2 |         -1 |         -2 |         -5 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\autocompletion.py                        | Python     |       -135 |        -19 |        -19 |       -173 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\base_command.py                          | Python     |       -175 |        -22 |        -40 |       -237 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\cmdoptions.py                            | Python     |       -883 |        -38 |       -154 |     -1,075 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\command_context.py                       | Python     |        -20 |          0 |         -8 |        -28 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\main.py                                  | Python     |        -34 |        -30 |        -16 |        -80 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\main_parser.py                           | Python     |        -82 |        -24 |        -29 |       -135 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\parser.py                                | Python     |       -222 |        -20 |        -53 |       -295 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\progress_bars.py                         | Python     |        -58 |          0 |        -11 |        -69 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\req_command.py                           | Python     |       -408 |        -29 |        -69 |       -506 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\spinners.py                              | Python     |       -114 |        -18 |        -28 |       -160 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\cli\status_codes.py                          | Python     |         -6 |          0 |         -1 |         -7 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\__init__.py                         | Python     |       -113 |         -7 |        -13 |       -133 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\cache.py                            | Python     |       -163 |        -20 |        -43 |       -226 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\check.py                            | Python     |        -45 |          0 |        -10 |        -55 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\completion.py                       | Python     |       -116 |         -5 |        -10 |       -131 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\configuration.py                    | Python     |       -224 |        -12 |        -45 |       -281 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\debug.py                            | Python     |       -149 |         -9 |        -44 |       -202 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\download.py                         | Python     |       -117 |         -2 |        -29 |       -148 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\freeze.py                           | Python     |        -91 |          0 |        -18 |       -109 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\hash.py                             | Python     |        -48 |          0 |        -12 |        -60 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\help.py                             | Python     |        -29 |         -1 |        -12 |        -42 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\index.py                            | Python     |       -108 |         -4 |        -28 |       -140 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\inspect.py                          | Python     |        -77 |         -6 |        -10 |        -93 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\install.py                          | Python     |       -646 |        -36 |        -93 |       -775 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\list.py                             | Python     |       -299 |        -13 |        -57 |       -369 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\search.py                           | Python     |       -142 |         -2 |        -31 |       -175 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\show.py                             | Python     |       -162 |          0 |        -28 |       -190 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\uninstall.py                        | Python     |        -99 |          0 |        -15 |       -114 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\commands\wheel.py                            | Python     |       -151 |         -2 |        -31 |       -184 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\configuration.py                             | Python     |       -279 |        -33 |        -72 |       -384 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\distributions\__init__.py                    | Python     |        -13 |         -4 |         -5 |        -22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\distributions\base.py                        | Python     |        -38 |          0 |        -14 |        -52 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\distributions\installed.py                   | Python     |        -22 |          0 |         -8 |        -30 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\distributions\sdist.py                       | Python     |       -122 |        -18 |        -17 |       -157 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\distributions\wheel.py                       | Python     |        -32 |          0 |         -9 |        -41 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\exceptions.py                                | Python     |       -546 |        -23 |       -160 |       -729 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\index\__init__.py                            | Python     |         -2 |          0 |         -1 |         -3 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\index\collector.py                           | Python     |       -393 |        -29 |        -86 |       -508 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\index\package_finder.py                      | Python     |       -842 |        -39 |       -147 |     -1,028 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\index\sources.py                             | Python     |       -224 |         -3 |        -59 |       -286 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\locations\__init__.py                        | Python     |       -345 |        -37 |        -86 |       -468 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\locations\_distutils.py                      | Python     |       -127 |        -21 |        -25 |       -173 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\locations\_sysconfig.py                      | Python     |       -158 |        -17 |        -39 |       -214 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\locations\base.py                            | Python     |        -55 |         -8 |        -19 |        -82 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\main.py                                      | Python     |         -8 |          0 |         -5 |        -13 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\metadata\__init__.py                         | Python     |        -96 |          0 |        -33 |       -129 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\metadata\_json.py                            | Python     |        -68 |         -6 |        -11 |        -85 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\metadata\base.py                             | Python     |       -564 |        -15 |       -124 |       -703 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\metadata\importlib\__init__.py               | Python     |         -4 |          0 |         -3 |         -7 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\metadata\importlib\_compat.py                | Python     |        -40 |          0 |        -16 |        -56 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\metadata\importlib\_dists.py                 | Python     |       -184 |        -12 |        -32 |       -228 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\metadata\importlib\_envs.py                  | Python     |       -150 |         -6 |        -34 |       -190 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\metadata\pkg_resources.py                    | Python     |       -212 |        -17 |        -50 |       -279 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\__init__.py                           | Python     |         -2 |          0 |         -1 |         -3 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\candidate.py                          | Python     |        -22 |          0 |         -9 |        -31 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\direct_url.py                         | Python     |       -190 |         -3 |        -43 |       -236 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\format_control.py                     | Python     |        -63 |         -1 |        -15 |        -79 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\index.py                              | Python     |        -17 |         -3 |         -9 |        -29 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\installation_report.py                | Python     |        -29 |        -21 |         -7 |        -57 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\link.py                               | Python     |       -427 |        -54 |        -99 |       -580 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\scheme.py                             | Python     |        -24 |          0 |         -8 |        -32 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\search_scope.py                       | Python     |        -93 |        -18 |        -22 |       -133 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\selection_prefs.py                    | Python     |        -40 |         -4 |         -8 |        -52 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\target_python.py                      | Python     |        -98 |         -4 |        -21 |       -123 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\models\wheel.py                              | Python     |        -71 |         -3 |        -19 |        -93 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\network\__init__.py                          | Python     |         -2 |          0 |         -1 |         -3 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\network\auth.py                              | Python     |       -387 |        -71 |       -104 |       -562 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\network\cache.py                             | Python     |        -80 |         -5 |        -22 |       -107 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\network\download.py                          | Python     |       -150 |         -3 |        -34 |       -187 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\network\lazy_wheel.py                        | Python     |       -166 |         -7 |        -38 |       -211 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\network\session.py                           | Python     |       -359 |        -81 |        -81 |       -521 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\network\utils.py                             | Python     |        -39 |        -47 |        -11 |        -97 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\network\xmlrpc.py                            | Python     |        -53 |          0 |        -10 |        -63 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\operations\__init__.py                       | Python     |          0 |          0 |         -1 |         -1 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\operations\check.py                          | Python     |       -138 |        -10 |        -40 |       -188 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\operations\freeze.py                         | Python     |       -214 |        -12 |        -30 |       -256 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\operations\install\__init__.py               | Python     |         -2 |          0 |         -1 |         -3 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\operations\install\editable_legacy.py        | Python     |        -40 |          0 |         -7 |        -47 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\operations\install\wheel.py                  | Python     |       -523 |        -94 |       -118 |       -735 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\operations\prepare.py                        | Python     |       -529 |       -113 |        -89 |       -731 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\pyproject.py                                 | Python     |       -106 |        -45 |        -29 |       -180 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\req\__init__.py                              | Python     |        -73 |         -1 |        -19 |        -93 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\req\constructors.py                          | Python     |       -474 |        -24 |        -79 |       -577 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\req\req_file.py                              | Python     |       -426 |        -34 |        -95 |       -555 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\req\req_install.py                           | Python     |       -738 |        -77 |       -109 |       -924 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\req\req_set.py                               | Python     |        -97 |          0 |        -23 |       -120 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\req\req_uninstall.py                         | Python     |       -489 |        -57 |       -104 |       -650 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\__init__.py                       | Python     |          0 |          0 |         -1 |         -1 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\base.py                           | Python     |        -15 |          0 |         -6 |        -21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\legacy\__init__.py                | Python     |          0 |          0 |         -1 |         -1 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py                | Python     |       -448 |        -70 |        -81 |       -599 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\resolvelib\__init__.py            | Python     |          0 |          0 |         -1 |         -1 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py                | Python     |       -103 |         -4 |        -35 |       -142 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py          | Python     |       -470 |        -29 |        -99 |       -598 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py             | Python     |       -656 |        -77 |        -80 |       -813 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py    | Python     |       -112 |        -18 |        -26 |       -156 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py            | Python     |       -191 |        -29 |        -36 |       -256 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py            | Python     |        -60 |         -1 |        -20 |        -81 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py        | Python     |       -110 |        -12 |        -45 |       -167 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py            | Python     |       -238 |        -34 |        -46 |       -318 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\self_outdated_check.py                       | Python     |       -185 |        -16 |        -48 |       -249 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\__init__.py                            | Python     |          0 |          0 |         -1 |         -1 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\_jaraco_text.py                        | Python     |        -83 |          0 |        -27 |       -110 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\_log.py                                | Python     |        -23 |         -2 |        -14 |        -39 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\appdirs.py                             | Python     |        -31 |         -5 |        -17 |        -53 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\compat.py                              | Python     |        -36 |         -9 |        -19 |        -64 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\compatibility_tags.py                  | Python     |       -121 |        -16 |        -29 |       -166 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\datetime.py                            | Python     |         -7 |          0 |         -5 |        -12 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\deprecation.py                         | Python     |        -92 |         -6 |        -23 |       -121 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\direct_url_helpers.py                  | Python     |        -71 |         -9 |         -8 |        -88 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\egg_link.py                            | Python     |        -67 |          0 |        -14 |        -81 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\encoding.py                            | Python     |        -30 |         -1 |         -6 |        -37 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\entrypoints.py                         | Python     |        -65 |         -5 |        -15 |        -85 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\filesystem.py                          | Python     |       -104 |        -18 |        -32 |       -154 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\filetypes.py                           | Python     |        -22 |          0 |         -6 |        -28 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\glibc.py                               | Python     |        -44 |        -31 |        -14 |        -89 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\hashes.py                              | Python     |       -103 |        -12 |        -37 |       -152 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\logging.py                             | Python     |       -273 |        -22 |        -54 |       -349 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\misc.py                                | Python     |       -597 |        -28 |       -159 |       -784 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\models.py                              | Python     |        -26 |          0 |        -14 |        -40 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\packaging.py                           | Python     |        -36 |         -6 |        -16 |        -58 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\setuptools_build.py                    | Python     |       -106 |        -16 |        -25 |       -147 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\subprocess.py                          | Python     |       -197 |        -39 |        -25 |       -261 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\temp_dir.py                            | Python     |       -220 |        -22 |        -55 |       -297 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\unpacking.py                           | Python     |       -215 |        -14 |        -29 |       -258 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\urls.py                                | Python     |        -45 |         -5 |        -13 |        -63 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\virtualenv.py                          | Python     |        -72 |         -7 |        -26 |       -105 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\utils\wheel.py                               | Python     |        -92 |         -7 |        -36 |       -135 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\vcs\__init__.py                              | Python     |        -11 |         -4 |         -1 |        -16 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\vcs\bazaar.py                                | Python     |        -94 |         -3 |        -16 |       -113 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\vcs\git.py                                   | Python     |       -402 |        -56 |        -69 |       -527 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\bot_env\Lib\site-packages\pip\_internal\vcs\mercurial.py                             | Python     |       -146 |         -1 |        -17 |       -164 |
